24.707,94.454,59.269,84.894,107.13,1.4606,31.282,65.082,11.653,19.062,11.042,55.309,0.60465,10.427,7.4821,25.493,43.129,65.599,8.5113,0.097214,51.199,16.597,27.642,54.29,55.789,14.978,14.045,26.803,7.7195,18.307
4.8945,11.37,5.1546,23.845,6.3739,48.617,0.36474,53.332,1.5943,49.611,10.025,12.312,4.0846,5.4316,36.287,100.53,30.833,149.39,23.719,60.792,22.648,14.631,57.281,10.87,133.63,60.39,24.781,65.599,21.782,6.2947
15.462,25.176,67.942,53.044,47.644,9.4421,9.74,57.572,59.573,31.136,80.019,115.22,22.334,0.36474,14.232,17.457,5.3063,2.1947,55.761,14.755,12.645,72.101,0.75461,21.159,70.05,6.8527,17.989,95.119,39.656,1.4447
18.549,11.795,46.984,3.803,61.962,3.8897,17.449,8.6777,2.2843,79.819,9.0197,57.108,1.5247,13.52,46.069,19.311,72.44,68.419,9.6696,55.922,49.044,15.844,1.1245,47.49,9.4071,6.8804,34.642,60.443,62.292,34.747
15.357,13.309,47.207,53.952,147.23,8.0446,14.826,44.093,44.162,57.157,6.4696,13.864,83.862,21.636,3.5446,33.672,105.4,49.627,1.8072,34.604,0.97709,81.011,27.553,72.186,47.809,31.557,5.9071,0.028068,12.802,25.479
20.232,76.382,25.886,2.0863,69.977,5.6971,102.68,77.756,48.454,2.1947,14.132,44.866,7.3396,0.51557,2.2322,20.007,64.538,48.094,16.34,13.849,38.252,3.0943,63.484,102.31,35.382,89.901,77.132,0.87289,10.58,21.692
1.5247,74.051,1.6236,46.163,7.5113,6.6363,64.58,79.406,38.789,80.644,64.339,99.344,1.2197,95.113,20.442,10.272,14.175,36.431,31.343,20.484,32.607,86.569,3.657,7.0096,62.763,2.0622,1.6422,43.182,29.907,11.565
6.9896,10.68,37.407,19.407,5.4322,20.557,4.607,4.9245,81.156,73.578,8.2055,85.951,10.59,43.491,2.8021,27.094,0.95468,25.699,12.049,17.719,54.942,17.437,125.74,82.294,53.303,2.2756,97.772,6.1697,17.437,59.844
23.677,32.434,43.614,12.546,19.969,19.025,60.206,6.2272,1.2947,81.754,8.9059,10.52,12.196,61.061,49.489,35.769,20.286,35.832,89.994,36.166,10.519,51.407,2.4946,23.61,14.424,40.636,24.544,56.656,2.0447,0.81632
67.331,0.55712,13.602,18.239,85.951,36.615,5.1546,79.496,0.82974,61.434,91.242,20.157,11.945,36.254,40.489,65.698,35.219,3.4247,12.929,7.357,30.873,4.272,115.21,5.103,62.532,45.072,24.132,93.019,2.1197,5.1938
0.28224,37.328,26.656,2.5022,66.282,48.547,66.702,106.81,0.82973,33.784,32.589,80.894,14.57,51.941,48.449,13.907,62.582,27.284,99.485,0.89458,18.412,12.645,22.445,79.254,1.8197,17.165,4.8447,7.6002,22.602,81.069
27.406,26.307,26.803,93.844,59.501,20.823,78.829,30.296,6.6566,9.0191,8.7945,9.6072,1.4964,5.5097,6.3095,77.021,0.74468,23.774,66.301,7.7968,38.357,22.095,53.01,14.132,4.4446,5.9713,68.353,20.719,47.314,71.157
1.4672,97.256,65.629,20.465,17.404,3.148,2.653,123.68,104.87,9.8413,63.686,27.761,50.619,15.025,56.974,11.357,2.7047,25.459,5.8444,18.122,117.81,1.9697,4.2421,77.032,66.207,41.579,29.357,22.282,92.507,0.28214
2.9372,7.3546,48.374,92.999,15.632,42.011,7.3322,1.8572,14.132,45.47,22.704,7.5571,6.8988,15.316,108.28,50.427,20.21,49.719,44.552,21.685,1.2872,36.431,0.94928,47.532,22.207,6.6013,36.551,62.494,17.742,118.85
98.825,99.425,79.025,99.875,131.17,87.575,75.075,100.12,14.876,67.276,20.075,77.175,5.1751,11.375,23.626,25.925,48.825,106.38,102.13,1.9253,74.925,90.525,78.975,141.62,123.97,25.675,93.625,51.875,35.625,37.875
10.875,40.126,16.275,95.375,54.626,126.82,21.825,60.375,2.1254,69.225,66.825,35.175,22.275,5.9253,65.975,105.82,59.675,151.92,56.925,125.78,36.726,67.525,73.125,130.43,163.63,103.53,38.125,77.175,31.875,125.87
48.825,40.825,104.53,117.88,136.12,43.575,10.625,104.67,83.125,74.725,137.17,117.18,43.225,21.825,56.925,149.62,18.726,2.9259,63.125,80.475,151.73,84.825,5.0251,43.775,85.775,17.875,26.325,100.12,50.625,28.875
19.525,47.176,55.275,45.625,95.325,77.775,22.276,14.875,4.725,111.37,14.626,148.97,91.425,90.125,102.38,89.125,79.025,100.12,34.125,101.67,49.875,21.125,2.1754,113.97,80.625,37.525,98.975,68.426,76.275,109.72
20.476,20.475,80.925,68.875,149.73,32.175,68.426,91.225,54.075,110.62,77.625,118.82,152.47,51.925,23.625,49.275,119.33,80.475,36.125,109.27,5.3252,88.375,71.876,100.72,50.325,111.37,13.126,1.6251,36.575,29.976
80.925,83.325,62.125,25.025,113.47,48.825,131.08,119.62,49.275,14.626,16.625,92.825,23.176,30.875,44.626,109.13,79.025,50.625,31.626,48.875,65.575,5.6252,141.07,149.73,47.176,101.77,107.63,2.2755,48.825,61.975
91.425,90.675,2.3756,145.78,18.026,56.875,65.675,86.625,59.675,146.63,89.775,116.87,14.626,107.67,53.325,22.825,50.025,48.575,50.826,111.73,41.626,91.125,14.625,46.725,121.48,41.225,7.5756,123.38,61.875,19.825
7.625,33.725,64.125,43.125,65.175,112.13,18.425,7.5756,91.875,107.67,70.325,109.72,27.625,70.525,18.675,95.625,2.7258,46.725,14.175,23.625,67.276,80.475,127.87,86.625,127.93,136.47,136.43,123.38,36.076,115.83
30.225,62.775,113.78,68.426,44.375,126.82,63.375,7.625,25.875,125.78,18.425,126.22,104.53,104.67,56.025,143.07,93.625,47.775,105.87,52.925,19.125,123.38,7.1255,83.325,20.126,41.325,26.775,91.875,122.63,2.5757
70.875,2.2255,26.325,84.175,109.72,59.375,16.275,93.525,49.726,62.476,111.73,28.125,102.38,55.775,89.975,112.62,84.525,68.475,33.725,8.0257,63.875,15.075,130.43,61.225,83.375,128.77,43.875,136.12,14.126,28.326
16.875,54.626,84.175,50.025,113.63,78.725,121.27,116.52,2.9259,75.075,67.425,112.88,19.426,54.675,59.326,33.375,121.12,41.975,112.62,4.8751,84.975,50.576,22.825,101.17,12.126,147.12,58.125,19.825,64.575,95.375
31.025,68.625,64.325,160.88,87.075,113.57,121.27,139.83,8.8751,14.625,35.175,115.27,89.725,110.18,7.7257,98.325,2.6257,43.225,67.425,17.325,121.12,63.125,109.68,14.875,29.625,51.175,95.375,24.375,91.575,77.625
87.975,129.67,106.43,111.62,61.425,26.975,31.825,172.57,133.88,31.076,74.925,40.625,77.875,42.925,117.88,29.625,54.075,56.575,10.625,19.076,133.37,7.8757,19.575,94.325,72.225,80.475,50.325,53.475,94.075,1.8752
58.725,8.3258,93.625,143.07,62.525,68.125,25.876,12.376,40.375,94.075,59.225,34.875,82.775,15.575,118.13,59.326,29.575,69.375,76.375,118.27,77.175,48.575,1.7251,114.08,70.125,56.575,38.475,138.87,21.725,151.73
177,123,87.001,141,159,93,99,135,15.001,69.001,33.001,147,9.0009,21.001,27.001,51.001,63.001,111,129,3.001,81.001,153,117,165,171,39.001,105,75.001,57.001,45.001
15.001,45.001,21.001,105,57.001,171,27.001,69.001,3.001,117,81.001,63.001,33.001,9.0009,87.001,153,93,177,99,129,39.001,111,135,141,165,123,75.001,147,51.001,159
93,69.001,111,123,165,63.001,15.001,159,105,147,177,129,57.001,27.001,99,171,21.001,3.001,75.001,87.001,153,117,9.0009,51.001,141,33.001,39.001,135,81.001,45.001
33.001,51.001,99,75.001,123,153,27.001,21.001,9.0009,165,15.001,177,159,105,117,93,87.001,135,45.001,147,63.001,39.001,3.001,141,129,57.001,111,69.001,81.001,171
21.001,27.001,117,87.001,159,39.001,69.001,123,63.001,177,135,147,171,93,45.001,81.001,129,111,51.001,141,9.0009,105,75.001,153,99,165,15.001,3.001,57.001,33.001
117,99,105,39.001,153,93,147,165,81.001,15.001,21.001,141,27.001,57.001,45.001,135,87.001,75.001,33.001,69.001,129,9.0009,171,159,51.001,177,123,3.001,63.001,111
159,117,3.001,147,21.001,75.001,111,105,93,153,171,165,15.001,177,81.001,33.001,69.001,87.001,57.001,123,45.001,135,27.001,63.001,129,51.001,9.0009,141,99,39.001
15.001,57.001,81.001,75.001,99,117,33.001,9.0009,147,177,87.001,171,51.001,93,27.001,135,3.001,63.001,21.001,45.001,69.001,111,165,105,129,159,153,141,39.001,123
39.001,93,123,69.001,75.001,171,117,15.001,45.001,129,33.001,153,111,159,81.001,177,105,63.001,165,87.001,27.001,141,9.0009,99,21.001,57.001,51.001,147,135,3.001
135,3.001,39.001,111,171,75.001,21.001,129,51.001,63.001,123,45.001,117,69.001,177,159,147,99,57.001,9.0009,105,27.001,141,93,87.001,153,81.001,165,15.001,33.001
27.001,57.001,111,87.001,135,141,147,177,3.001,117,93,129,21.001,81.001,63.001,45.001,153,69.001,159,9.0009,99,51.001,33.001,171,15.001,165,75.001,39.001,123,105
51.001,135,93,165,129,177,147,141,15.001,27.001,63.001,159,111,117,9.0009,171,3.001,57.001,87.001,33.001,153,75.001,123,21.001,45.001,69.001,105,39.001,99,81.001
153,171,129,141,117,39.001,57.001,177,135,33.001,111,75.001,105,51.001,123,45.001,63.001,93,15.001,21.001,165,9.0009,27.001,147,81.001,87.001,99,69.001,159,3.001
81.001,9.0009,105,177,123,75.001,27.001,15.001,51.001,159,69.001,45.001,129,21.001,135,63.001,39.001,111,141,171,147,87.001,3.001,117,99,93,57.001,165,33.001,153
6.6945,2.2322,12.679,101,48.454,4.7536,0.70724,73.173,9.9946,4.886,53.953,59.894,55.519,44.282,2.1572,75.017,39.259,48.192,88.482,27.165,77.307,4.4146,36.062,21.59,18,12.995,11.163,4.5322,17.535,22.34
14.61,4.4066,13.082,14.657,13.14,21.178,12.334,2.1037,41.682,53.715,15.125,9.4571,8.4095,66.447,27.432,56.657,47.621,91.447,37.057,35.516,0.19057,50.279,67.481,1.9238,15.68,108.74,2.5472,30.778,40.797,83.531
34.257,82.034,41.276,69.315,12.994,91.094,92.423,29,27.718,6.3572,36.094,9.1761,7.0697,9.1843,67.681,4.1447,52.511,13.602,38.899,62.194,87.996,43.924,1.6781,39.791,13.315,1.5447,0.30141,2.3314,36.282,12.679
