0.3334,0.549,0.1374,0.6666,0.2158,0.1766,0.8234,0.0394,0.5686,0.6862,0.9214,0.3138,0.8626,0.4118,0.9802,0.6274,0.9606,0.0198,0.1962,0.0982,0.2354,0.9018,0.6078,0.7842,0.4902,0.255,0.8038,0.157,0.8822,0.843,0.7646,0.7254,0.4706,0.941,0.2942,0.0786,0.3726,0.1178,0.5882,0.3922,0.5294,0.647,0.7058,0.5098,0.451,0.353,0.059,0.4314,0.2746,0.745
0.7842,0.2158,0.0198,0.8234,0.9802,0.6274,0.353,0.941,0.8626,0.4314,0.0982,0.6862,0.1178,0.3138,0.0786,0.1374,0.1766,0.5294,0.4118,0.8822,0.2354,0.2746,0.5882,0.8038,0.9018,0.3726,0.2942,0.6078,0.549,0.157,0.843,0.5686,0.7646,0.3922,0.745,0.7254,0.255,0.0394,0.6666,0.4902,0.9214,0.3334,0.7058,0.4706,0.1962,0.5098,0.647,0.451,0.059,0.9606
0.255,0.157,0.549,0.1962,0.0198,0.5882,0.6862,0.451,0.6078,0.0982,0.5098,0.1374,0.2942,0.2354,0.0394,0.8626,0.059,0.4902,0.6666,0.3726,0.4706,0.7646,0.7842,0.353,0.2746,0.4314,0.2158,0.745,0.0786,0.1766,0.9606,0.647,0.843,0.4118,0.3922,0.3334,0.1178,0.7058,0.941,0.5686,0.7254,0.9018,0.6274,0.8822,0.9214,0.3138,0.9802,0.8038,0.5294,0.8234
0.7058,0.8626,0.6078,0.6862,0.059,0.7842,0.2354,0.5882,0.5098,0.353,0.7254,0.9606,0.5294,0.2746,0.0394,0.7646,0.0198,0.2942,0.549,0.1962,0.451,0.2158,0.8822,0.5686,0.647,0.4902,0.8234,0.4706,0.745,0.8038,0.1374,0.4314,0.3334,0.843,0.0786,0.6666,0.3922,0.3138,0.6274,0.157,0.1766,0.941,0.3726,0.255,0.0982,0.9214,0.9802,0.4118,0.1178,0.9018
0.5098,0.2746,0.7646,0.0982,0.1374,0.647,0.9606,0.2942,0.2354,0.059,0.8822,0.843,0.9214,0.3726,0.745,0.1178,0.2158,0.4706,0.5686,0.1766,0.8234,0.6274,0.6078,0.9802,0.255,0.7842,0.9018,0.451,0.157,0.0394,0.0198,0.3922,0.3138,0.4118,0.7254,0.6666,0.3334,0.5294,0.4314,0.8626,0.4902,0.549,0.6862,0.7058,0.0786,0.1962,0.5882,0.941,0.353,0.8038
0.1374,0.0982,0.5098,0.6274,0.451,0.4118,0.3726,0.7058,0.5882,0.2354,0.8822,0.4314,0.3922,0.3138,0.8626,0.4706,0.4902,0.7646,0.157,0.2158,0.1962,0.0198,0.8234,0.059,0.0394,0.7842,0.745,0.8038,0.9018,0.0786,0.1766,0.6666,0.9802,0.5686,0.5294,0.941,0.647,0.3334,0.353,0.9214,0.2942,0.1178,0.549,0.6078,0.6862,0.9606,0.2746,0.7254,0.255,0.843
0.8038,0.3138,0.353,0.8234,0.157,0.4314,0.3726,0.2354,0.549,0.8626,0.4706,0.745,0.1962,0.9802,0.0394,0.7058,0.843,0.4118,0.9214,0.5294,0.9606,0.6862,0.7842,0.941,0.451,0.7646,0.2158,0.647,0.0982,0.3334,0.5882,0.1374,0.2942,0.255,0.6078,0.6274,0.7254,0.0198,0.1766,0.5098,0.059,0.4902,0.0786,0.2746,0.6666,0.1178,0.3922,0.9018,0.8822,0.5686
0.4902,0.0982,0.5098,0.6274,0.3334,0.4118,0.1374,0.8038,0.6666,0.157,0.647,0.7058,0.0198,0.5882,0.2746,0.5294,0.9606,0.7646,0.843,0.9214,0.3138,0.8822,0.255,0.1962,0.1766,0.8626,0.451,0.3726,0.7842,0.2158,0.941,0.4706,0.1178,0.2942,0.5686,0.7254,0.3922,0.059,0.9802,0.6078,0.8234,0.9018,0.6862,0.549,0.4314,0.353,0.0394,0.2354,0.0786,0.745
0.451,0.0982,0.3726,0.9018,0.9606,0.4706,0.8822,0.5098,0.9214,0.2942,0.5686,0.2746,0.8234,0.549,0.4118,0.3138,0.1766,0.647,0.8038,0.8626,0.843,0.255,0.5294,0.6862,0.1374,0.6078,0.353,0.4314,0.5882,0.4902,0.2354,0.059,0.0394,0.3334,0.7058,0.3922,0.7646,0.7842,0.1178,0.0198,0.745,0.6666,0.6274,0.941,0.157,0.9802,0.1962,0.0786,0.2158,0.7254
0.4314,0.745,0.6274,0.059,0.6666,0.7842,0.941,0.0394,0.0982,0.5686,0.2158,0.9018,0.4902,0.3334,0.6078,0.4118,0.9214,0.2942,0.5294,0.8626,0.451,0.2746,0.4706,0.157,0.5098,0.647,0.2354,0.9606,0.8038,0.353,0.8822,0.549,0.6862,0.3138,0.7646,0.8234,0.7058,0.1962,0.1178,0.5882,0.7254,0.0198,0.1374,0.843,0.9802,0.1766,0.255,0.3726,0.0786,0.3922
0.4902,0.3726,0.8234,0.1374,0.1178,0.3334,0.6078,0.8038,0.059,0.2354,0.9606,0.7058,0.0982,0.0394,0.8626,0.2942,0.0198,0.4118,0.941,0.9214,0.0786,0.843,0.4314,0.157,0.5294,0.7842,0.353,0.9018,0.451,0.7646,0.6862,0.5882,0.8822,0.6274,0.1766,0.647,0.1962,0.4706,0.3138,0.5686,0.9802,0.7254,0.6666,0.745,0.2158,0.3922,0.2746,0.5098,0.255,0.549
0.7842,0.8822,0.647,0.2158,0.1766,0.3334,0.7646,0.8038,0.549,0.1374,0.157,0.8626,0.4314,0.3726,0.0198,0.745,0.4118,0.353,0.9606,0.2746,0.1962,0.3922,0.9018,0.5098,0.2354,0.255,0.5294,0.8234,0.059,0.7058,0.3138,0.6862,0.6078,0.6274,0.941,0.451,0.0394,0.843,0.5882,0.5686,0.6666,0.4706,0.0982,0.4902,0.1178,0.7254,0.0786,0.9214,0.2942,0.9802
0.7058,0.0982,0.4118,0.843,0.549,0.059,0.9018,0.0198,0.9802,0.647,0.8234,0.1766,0.6274,0.8038,0.255,0.157,0.0394,0.5294,0.0786,0.7254,0.451,0.1178,0.6666,0.3726,0.5882,0.745,0.8822,0.5686,0.7842,0.941,0.6862,0.4706,0.9214,0.2354,0.1962,0.9606,0.4314,0.2746,0.353,0.2158,0.3138,0.6078,0.5098,0.1374,0.2942,0.4902,0.8626,0.7646,0.3334,0.3922
