2.5786,1.5071,0.22143,1.7214,3.9929,4.3786,4.8929,0.30714,3.4786,0.77857,2.9214,3.9071,4.0786,2.6214,1.4643,3.7786,1.0357,1.6357,0.26429,2.15,0.43571,4.1214,1.1643,4.25,0.65,1.2929,0.56429,3.5643,3.2214,4.6357,4.55,3.95,4.9786,3.8214,1.85,0.39286,3.4357,2.4071,2.0643,4.2071,0.69286,2.0214,0.99286,0.60714,3.1786,4.5929,1.9786,1.3786,4.5071,3.3071,4.4214,4.8071,4.7643,4.9357,2.1071,3.0071,4.0357,2.8786,3.2643,2.45,2.4929,3.7357,0.52143,4.4643,3.3929,2.7929,3.6071,1.6786,1.2071,2.9643,4.7214,3.8643,1.9357,1.5929,3.5214,3.35,4.1643,4.6786,1.55,3.0929,2.8357,0.73571,1.0786,1.8929,1.7643,2.2786,0.86429,2.5357,3.05,0.90714,1.8071,4.85,4.3357,0.35,4.2929,1.4214,2.3214,0.95,1.25,3.6929,0.82143,2.1929,2.6643,1.1214,3.1357,2.7071,2.3643,1.3357,2.2357,3.65,0.47857,2.75
0.60714,2.0214,4.8929,3.95,0.39286,3.3929,0.82143,2.4929,4.0786,0.22143,3.6929,3.5643,1.0786,4.4214,3.1786,4.2071,3.3071,2.45,3.8214,0.73571,0.30714,1.6357,2.5357,1.2071,2.6643,3.1357,3.8643,4.2929,2.15,1.9786,2.1929,1.4643,2.2786,4.7214,2.3643,2.5786,0.26429,1.0357,4.3357,1.8929,0.77857,1.7643,0.95,1.2929,2.9643,4.8071,4.4643,0.43571,4.3786,0.99286,4.9357,1.5929,1.25,4.55,3.65,4.5071,3.35,4.1643,4.0357,1.8071,0.86429,3.6071,3.0929,2.1071,4.5929,4.6357,0.35,1.3786,0.52143,3.7357,1.9357,2.7071,1.6786,4.7643,2.8786,3.0071,3.9929,2.0643,0.56429,4.1214,3.2214,3.9071,3.05,3.2643,4.25,2.7929,1.55,4.9786,1.1643,1.4214,3.7786,3.5214,1.1214,3.4786,2.9214,4.6786,2.6214,2.4071,2.75,4.85,1.7214,1.3357,2.8357,3.4357,0.65,1.85,0.69286,1.5071,2.3214,0.90714,0.47857,2.2357
0.34455,0.24545,0.50313,0.13312,0.74098,0.25205,0.47009,0.64848,0.50973,0.33795,0.67491,0.82027,0.2058,0.13973,0.46348,0.15955,0.21241,0.19259,0.2917,0.27187,0.55598,0.43705,0.64187,0.82688,0.6617,0.17938,0.7608,0.40402,0.71455,0.69473,0.3842,0.80705,0.73438,0.60223,0.36438,0.5758,0.84009,0.3908,0.30491,0.1133,0.78723,0.59562,0.68812,0.65509,0.5692,0.23884,0.74759,0.62866,0.62205,0.56259,0.76741,0.70795,0.63527,0.44366,0.8467,0.58241,0.39741,0.23223,0.37759,0.33134,0.80045,0.78063,0.83348,0.81366,0.77402,0.22563,0.21902,0.60884,0.70134,0.17277,0.31152,0.11991,0.28509,0.32473,0.79384,0.41723,0.14634,0.61545,0.72777,0.18598,0.12652,0.41062,0.45027,0.45687,0.4767,0.4833,0.52295,0.51634,0.49652,0.68152,0.35777,0.53616,0.54938,0.25866,0.54277,0.27848,0.52955,0.16616,0.7542,0.26527,0.2983,0.42384,0.35116,0.6683,0.37098,0.1992,0.72116,0.31812,0.48991,0.15295,0.58902,0.43045
0.31295,0.32902,0.96384,0.55402,0.11205,0.77902,0.43348,0.16027,0.69866,0.48973,0.61027,0.65848,0.52991,0.18438,0.77098,0.80312,0.44955,0.19241,0.97991,0.9317,0.86741,0.5058,0.93973,0.89955,0.71473,0.57813,0.20848,0.3692,0.26473,0.90759,0.69063,0.78705,0.23259,0.98795,0.44152,0.64241,0.85134,0.75491,0.10402,0.57009,0.99598,0.13616,0.1683,0.22455,0.63438,0.17634,0.45759,0.35313,0.76295,0.37723,0.32098,0.74687,0.60223,0.27277,0.40938,0.24866,0.2808,0.88348,0.47366,0.7308,0.58616,0.97188,0.33705,0.36116,0.81116,0.91563,0.15223,0.89152,0.85938,0.5942,0.4817,0.62634,0.34509,0.83527,0.21652,0.51384,0.8192,0.67455,0.12009,0.1442,0.53795,0.2567,0.40134,0.49777,0.20045,0.38527,0.41741,0.30491,0.94777,0.56205,0.24063,0.29688,0.87545,0.66652,0.73884,0.65045,0.28884,0.92366,0.12813,0.3933,0.6183,0.9558,0.54598,0.46563,0.72277,0.82723,0.42545,0.52187,0.7067,0.79509,0.68259,0.8433
0.16027,0.19241,0.17634,0.26473,0.90759,0.66652,0.27277,0.98795,0.65045,0.89955,0.44152,0.36116,0.77098,0.60223,0.40134,0.13616,0.24063,0.85134,0.5942,0.52991,0.20848,0.71473,0.21652,0.67455,0.28884,0.58616,0.45759,0.32098,0.20045,0.24866,0.9558,0.77902,0.10402,0.87545,0.3692,0.97188,0.91563,0.4817,0.43348,0.2567,0.51384,0.41741,0.88348,0.3933,0.9317,0.30491,0.47366,0.46563,0.69063,0.56205,0.1683,0.5058,0.65848,0.18438,0.35313,0.8433,0.7067,0.86741,0.12813,0.12009,0.52187,0.33705,0.69866,0.89152,0.78705,0.97991,0.61027,0.64241,0.73884,0.93973,0.2808,0.76295,0.29688,0.31295,0.83527,0.62634,0.11205,0.99598,0.96384,0.94777,0.57813,0.63438,0.1442,0.80312,0.81116,0.68259,0.49777,0.57009,0.6183,0.55402,0.22455,0.7308,0.74687,0.79509,0.42545,0.85938,0.40938,0.38527,0.37723,0.82723,0.44955,0.48973,0.75491,0.15223,0.23259,0.53795,0.34509,0.8192,0.72277,0.92366,0.32902,0.54598
1.4777,0.32054,0.89911,0.97946,1.3973,1.8795,0.41696,0.25625,1.1402,0.62589,1.0759,1.333,0.94732,1.3009,1.6866,1.783,1.4134,0.67411,0.70625,0.49732,1.1241,1.6223,0.28839,0.85089,1.1884,1.558,1.0437,0.24018,0.88304,1.6545,1.992,1.767,0.27232,1.5741,1.4616,1.5098,0.56161,0.75446,1.108,1.9598,0.93125,0.99554,1.9438,1.542,1.9759,0.57768,0.20804,0.44911,1.4295,1.6062,1.2205,0.78661,1.2688,0.22411,1.8152,0.30446,1.8955,0.81875,0.38482,0.73839,1.8473,1.6384,0.52946,0.48125,1.8313,1.5902,1.6705,0.59375,0.54554,1.2366,0.33661,1.0116,1.3491,0.43304,0.80268,1.7027,1.8634,0.46518,1.4937,1.0598,0.51339,1.3813,0.72232,1.2045,0.60982,0.96339,1.5259,1.1563,0.64196,1.2527,0.77054,0.35268,1.2848,1.9116,1.7348,0.40089,1.3652,1.317,1.0277,0.86696,0.83482,1.7509,0.65804,0.69018,1.092,1.1723,0.91518,1.7991,1.9277,1.7188,1.4455,0.36875
0.38482,1.8313,0.99554,1.9438,1.3009,0.30446,0.69018,0.59375,1.0759,1.8955,0.41696,1.9598,1.992,0.83482,0.24018,1.1563,1.317,1.6062,0.94732,0.33661,1.9277,1.8152,1.0277,1.6866,1.1402,1.2045,1.2527,0.78661,0.51339,1.333,1.3491,0.75446,1.8795,0.48125,1.9116,1.0598,0.88304,1.6545,0.81875,1.2205,0.70625,0.32054,1.7991,0.49732,1.2366,1.4134,0.20804,0.62589,0.22411,1.6705,1.5741,1.0116,1.542,0.40089,1.783,1.1241,0.44911,0.43304,0.46518,1.3813,0.65804,1.108,1.7348,0.91518,0.85089,1.7509,0.67411,1.4616,1.2848,1.2688,0.89911,0.56161,0.52946,1.8634,1.1723,0.73839,1.7027,1.558,0.60982,0.54554,1.5259,1.4777,1.4455,0.64196,1.767,1.3652,1.9759,1.4937,0.80268,0.28839,0.25625,1.5902,0.77054,0.57768,0.27232,1.7188,1.8473,0.72232,1.6384,0.86696,0.96339,0.93125,0.35268,0.36875,1.1884,1.0437,1.092,1.3973,1.5098,1.4295,0.97946,1.6223
0.73687,0.64767,0.89742,0.9777,0.86175,0.32657,0.69227,0.91526,0.71903,0.99554,0.54064,0.25521,0.72795,0.98662,0.17493,0.45144,0.1125,0.20169,0.41576,0.35333,0.94202,0.4782,0.58524,0.54956,0.81715,0.80823,0.085737,0.66551,0.78147,0.28197,0.24629,0.49604,0.39792,0.51388,0.46036,0.21953,0.094656,0.23737,0.36225,0.21061,0.023299,0.46928,0.90634,0.68335,0.10358,0.22845,0.79931,0.77255,0.83499,0.95094,0.15709,0.59416,0.27305,0.44252,0.19277,0.37117,0.12142,0.0054598,0.4336,0.26413,0.14817,0.63875,0.76363,0.75471,0.57632,0.34441,0.48712,0.30873,0.71011,0.9331,0.29981,0.50496,0.40684,0.31765,0.42468,0.87958,0.95986,0.014379,0.65659,0.79039,0.67443,0.076817,0.74579,0.067897,0.62983,0.85283,0.18385,0.16601,0.050058,0.84391,0.041138,0.38008,0.13925,0.5674,0.53172,0.87067,0.62092,0.13033,0.92418,0.70119,0.55848,0.82607,0.29089,0.8885,0.60308,0.058978,0.5228,0.33549,0.612,0.96878,0.389,0.032219
0.79039,0.21061,0.69227,0.46036,0.86175,0.79931,0.30873,0.48712,0.57632,0.4782,0.78147,0.76363,0.094656,0.389,0.49604,0.050058,0.82607,0.076817,0.44252,0.17493,0.63875,0.39792,0.16601,0.50496,0.032219,0.5674,0.85283,0.75471,0.51388,0.70119,0.87958,0.54064,0.91526,0.55848,0.87067,0.38008,0.067897,0.13925,0.62092,0.34441,0.59416,0.13033,0.94202,0.73687,0.71011,0.29981,0.66551,0.35333,0.99554,0.041138,0.42468,0.72795,0.95986,0.64767,0.62983,0.65659,0.058978,0.15709,0.53172,0.14817,0.46928,0.83499,0.68335,0.0054598,0.1125,0.32657,0.92418,0.60308,0.12142,0.23737,0.20169,0.29089,0.8885,0.54956,0.21953,0.67443,0.612,0.023299,0.25521,0.95094,0.9331,0.18385,0.19277,0.81715,0.31765,0.89742,0.37117,0.45144,0.26413,0.28197,0.40684,0.74579,0.77255,0.22845,0.41576,0.27305,0.014379,0.98662,0.58524,0.36225,0.9777,0.71903,0.4336,0.24629,0.33549,0.10358,0.5228,0.96878,0.085737,0.80823,0.84391,0.90634
0.77009,0.76116,0.84152,0.62723,0.50223,0.62277,0.71205,0.59598,0.9442,0.56473,0.61384,0.6942,0.78348,0.87723,0.77455,0.8683,0.73884,0.69866,0.85938,0.68527,0.52009,0.98438,0.83259,0.74777,0.65402,0.7567,0.9308,0.88616,0.90848,0.55134,0.85045,0.66741,0.64063,0.5067,0.81027,0.89063,0.52902,0.60938,0.96205,0.56027,0.96652,0.65848,0.91741,0.6317,0.81473,0.52455,0.5558,0.90402,0.6808,0.73438,0.82366,0.97098,0.53348,0.5692,0.57366,0.86384,0.58259,0.70313,0.8058,0.9933,0.76563,0.63616,0.72545,0.71652,0.92188,0.53795,0.97991,0.93527,0.95313,0.79241,0.8192,0.54241,0.57813,0.87277,0.89955,0.54688,0.83705,0.64955,0.60045,0.8817,0.67634,0.77902,0.51116,0.82813,0.99777,0.66295,0.70759,0.84598,0.58705,0.92634,0.64509,0.79688,0.68973,0.78795,0.80134,0.60491,0.72098,0.59152,0.93973,0.7433,0.89509,0.97545,0.85491,0.72991,0.91295,0.6183,0.95759,0.98884,0.94866,0.51563,0.75223,0.67188
